Num,MolWt,ExactMolWt,HeavyAtomMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,BalabanJ,BertzCT,Chi0,Chi1,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,RingCount,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,TPSA,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MP
1328,154.14,154.043,147.084,58,0,1.90909,2.72727,3.45455,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66005,487.652,14.2486,8.15681,5.19446,2.59723,1.60144,0.821553,0.48543,12.1945,6.00548,1.60144,0.821553,0.48543,47.8926,0,0,0,0,0,0,5.10881,9.65575,9.18495,0,0.125,-1.38,11,2.58778,3.14267,2.37194,73.204,1.4528,37.7398,1,2,0,0,0,1,0,1,2,1,3,2,0,0,0,5.10881,4.79454,4.39042,0,0,12.0848,17.6483,2.74152,11.856,5.81722,0,0,1.4312,5.96931,1,22.5183,1.4312,0,0,6.37292,0,35.5503,0,0,5.96931,0,11.0781,11.1675,5.81722,13.788,24.1697,0,1.4312,0,4.39042,0,0,37.3,63.4019,11.064,3.42824,-1.0294,-3.24196,-4.09523,-3.11086,0,0,0,13.3858,13.3858,0.9443,-3.11086,42
1329,394.394,394.104,374.234,134,0,0.392857,0.607143,0.821429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27414,1716.25,36.4253,22.1968,15.6833,10.2749,8.36656,6.64574,5.0041,33.8944,17.5916,4.78885,3.11525,1.96803,157.91,0,0,0,0,0,0,11.323,27.4152,0,0,0,-2.7,28,6.40382,9.48201,4.57962,197.431,5.1706,125.92,0,0,0,0,0,4,0,4,0,0,2,4,0,0,0,0,0,0,0,0,132.171,21.2182,15.8432,27.4152,0,0,0,0,0,4,27.4152,0,0,0,0,0,120.848,0,11.323,37.0613,21.2182,0,0,11.323,27.4152,120.848,0,0,0,0,0,15.8432,0,166.209,0,-2.22555,5.22474,0,-16.3263,0,0,-5.73348,0,8.58287,8.58287,0.556386,-2.86674,86
1330,290.302,290.086,275.182,102,0,0.761905,1.2381,1.7619,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75056,1341.4,27.547,16.5709,11.2499,6.96659,5.62075,4.53846,3.42778,25.3555,13.1249,3.60829,2.41419,1.59328,120.255,0,0,0,0,0,0,0,20.5614,4.79454,0,0,-2.24,21,4.62726,6.47369,2.93621,146.646,3.2573,90.5355,0,1,0,0,0,3,0,3,1,0,2,4,0,0,0,0,4.79454,0,0,0,84.5939,23.8352,5.56345,19.1906,1.37076,6.26221,0,0,0,3,25.3559,0,0,0,0,0,90.1573,0,0,30.0974,15.9136,6.26221,0,0,30.9194,84.5939,0,0,0,0,0,7.92159,17.07,121.811,12.3191,-1.93316,-0.897469,0,-11.9797,-1.5933,0,-2.98611,0,12.3191,12.3191,0.623091,-2.98611,112
1331,152.149,152.047,144.085,58,0,1.54545,2.27273,2.90909,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12584,494.701,14.9557,8.5424,5.22474,2.52062,1.40825,0.745791,0.393729,13.2247,6.52062,1.40825,0.745791,0.393729,49.1549,0,0,0,0,0,0,9.47373,10.9661,4.79454,0,0.125,-1.51,11,2.23616,3.60771,2.2923,75.7897,1.8318,39.475,0,3,0,0,0,1,0,1,3,0,3,2,0,0,0,9.47373,0,4.79454,0,0,18.1273,12.0848,0,18.004,5.74951,0,0,0,6.15537,1,25.2343,0,0,0,0,7.03795,30.2121,0,5.74951,6.15537,4.73686,13.1933,4.73686,0,10.9661,30.2121,0,0,0,4.79454,5.74951,0,35.53,64.963,11.0996,0,0,-0.791435,-3.6214,-1.68192,0,-3.05117,0,11.0996,11.0996,0.660612,-3.05117,147
1332,246.253,246.086,232.141,92,0,1.06667,1.46667,1.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.60E-07,518.166,23.9472,13.0159,7.43545,3.74164,2.02474,0.178885,0,20.6189,8.59137,1.20825,0.178885,0,22.3181,34.5363,0,0,0,0,0,19.3129,19.8045,8.4178,0,0,-1.99,15,3.25521,10.0933,297.865,106.058,-4.3858,54.1718,14,12,0,0,0,0,0,0,8,8,13,4,0,0,0,34.5363,9.11006,0,8.4178,10.2028,0,0,0,0,0,16.9421,14.7815,0,10.399,0,34.47,2.8624,0,44.7391,0,0,0,0,0,22.3181,34.5363,29.447,10.399,0,0,10.2028,16.9421,2.8624,0,0,0,0,255.44,114.346,0,5.72222,-0.571111,-1.92296,0,0,0,-4.32407,0,9.54861,9.54861,0.142778,-4.32407,200
1333,118.16,118.091,103.04,44,0,1.28571,1.71429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53393,333.913,18.5774,9.11602,4.34164,2.76246,2.01246,1.00623,0.251558,18.4472,8.92082,0.67082,0.33541,0.0838526,46.8193,0,0,0,0,0,0,0,20.5614,0,0,1,0.43,7,0.668908,4.58552,3.05208,69.1382,2.528,38.543,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,7.92159,20.5557,18.342,20.5614,0,0,0,0,0,0,0,20.5614,0,0,0,20.5557,18.342,0,0,0,7.92159,0,18.342,0,0,41.1171,0,0,0,0,0,0,7.92159,0,109.326,0,0,0,0,0,-11.0056,-10.8039,-3.94213,0,7.55913,7.55913,3.60129,-3.94213,-88
1334,230.247,230.086,215.127,82,0,1.0625,1.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31189,1004.49,24.4282,13.8509,8.74989,5.81018,5.00487,3.78252,2.32591,22.8555,11.6034,2.66829,1.76084,1.0253,91.1411,0,0,0,0,0,0,0,20.5614,4.56505,0,0.142857,-1.33,16,2.91434,4.67309,1.96012,117.583,3.0204,70.2995,0,1,0,0,0,2,0,2,1,0,2,4,0,0,0,4.56505,0,0,0,0,67.2761,0,23.5769,13.7076,7.14189,0,0,0,0,2,25.1264,0,0,0,6.85189,6.11401,60.4242,0,0,17.751,10.6091,6.11401,4.56505,0,27.4133,60.4242,0,0,0,0,0,7.14189,17.07,131.959,0,-2.53119,0,0,-10.8626,-3.85908,-3.72786,-5.67229,0,14.3289,14.3289,0.929809,-5.67229,120
1335,140.075,140.024,131.003,50,0,1.25,1.625,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02727,253.285,14.1213,7.12132,4.47463,2.80326,2.16322,1.00623,0.167705,12.5802,5.84267,0.721075,0.33541,0.0559017,28.9366,0,0,0,0,0,0,13.5712,12.3368,4.56505,0,1,0.11,8,1.57968,3.19827,1.92241,61.0041,1.0337,28.6335,0,4,0,0,0,0,0,0,4,0,5,6,0,0,0,0,13.5712,4.56505,0,0,0,0,21.1139,12.3368,0,0,0,0,7.8227,0,30.4731,0,0,0,0,21.1139,0,0,0,7.8227,0,21.1139,18.1363,0,12.3368,0,0,0,0,0,0,7.8227,44.76,82.3507,0,0,0,0,0,0,0,-15.2951,0,11.5134,11.5134,3.34124,-5.27141,-46
1336,146.145,146.037,140.097,54,0,1.18182,2,2.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17992,690.416,12.9033,7.85795,5.3165,2.86237,1.84364,1.13741,0.697337,11.3165,5.86237,1.84364,1.13741,0.697337,41.8801,10.9692,0,0,0,0,0,4.41715,8.22455,4.79454,0,0,-1.57,11,2.48251,2.23497,1.02612,71.5092,1.793,42.484,0,2,0,0,0,1,1,2,2,0,2,0,0,0,0,4.41715,0,4.79454,0,0,18.1273,12.0848,11.4286,8.22455,5.58302,0,0,0,5.62559,2,12.6417,0,0,0,0,0,46.6746,0,0,10.9692,5.62559,0,0,0,8.22455,45.4662,0,10.9692,0,0,0,0,30.21,49.3801,11.1867,-0.249444,-1.47729,0,-3.34013,0,0,0,0,11.1867,11.1867,0.249444,-1.09025,68
1337,610.586,610.146,582.362,214,0,0.409091,0.727273,1.04545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7603,2979.82,53.7677,33.2369,23.3163,14.9079,12.4288,10.2914,8.24294,49.5274,26.2246,8.40387,6.04282,4.35034,240.304,0,0,0,0,0,0,0,40.8796,16.4491,0,0.0526316,-4.62,44,10.4851,11.8119,4.81349,298.228,6.3274,181.536,0,4,0,2,2,6,0,6,4,0,6,7,0,0,0,18.9475,0,0,0,0,120.848,71.8401,11.1269,32.8982,5.48303,22.998,13.4901,0,0,8,57.3287,0,0,0,0,13.4901,145.018,0,34.125,47.6704,50.7747,13.4901,0,0,38.3812,145.018,0,11.1269,0,0,22.998,15.8432,36.92,270.762,0,-5.64491,-2.04557,-4.11885,-26.2671,0,-6.73583,-7.3014,0,9.74522,9.74522,0.918554,-3.6507,231
1338,180.096,180.019,171.024,64,0,1.63636,2.18182,2.63636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84464,436.061,15.8284,8.68198,5.88288,4.00739,3.32147,2.02939,1.41201,13.9885,6.95504,1.87932,1.08471,0.554003,39.4736,0,0,0,0,0,0,18.68,12.3973,4.56505,0,1,0.07,11,2.52858,2.27794,1.13194,76.6032,0.1502,34.9813,1,5,0,3,3,0,0,0,5,1,6,2,0,3,3,5.10881,13.5712,4.56505,0,0,0,0,0,42.617,0,0,1.4312,0,7.8227,3,34.2112,1.4312,0,5.41499,0,26.2359,0,0,0,7.8227,0,32.7759,18.1363,5.41499,10.9661,0,0,0,0,0,0,7.8227,64.99,91.8311,0,3.66946,-3.51993,0,0,0,-14.0011,-4.92398,0,11.8474,11.8474,3.47562,-4.92398,209
1339,228.605,228.039,220.541,80,0,1.57143,2.28571,2.92857,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16E-06,560.566,17.7236,9.75389,7.05664,3.08219,2.1276,1.2902,0.799157,14.3007,6.90737,2.1276,1.2902,0.799157,42.6255,4.5671,0,0,0,0,0,22.5203,10.8091,13.1712,0,0.666667,-0.82,14,4.35871,3.73842,1.82737,94.9514,0.8219,43.9787,1,4,0,1,1,0,1,1,4,1,8,0,0,0,0,9.87691,0,0,13.1712,22.5203,0,0,15.7352,11.9799,8.40895,0,5.8244,0,6.1763,2,22.8076,1.1727,20.0743,0,19.17,6.49686,11.6488,0,0,12.323,5.30981,22.434,19.17,0,19.8734,0,1.41184,0,0,13.1712,0,12.323,42.74,95.2888,0,5.23015,0,-2.98769,0,-5.14389,-9.83183,0,3.88889,12.7579,12.7579,0.279722,-5.14389,236
1340,142.104,142.023,138.072,52,0,1.5,2,2.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68246,389.636,11.0415,6.37479,4.66418,2.33209,1.48003,0.885535,0.451955,8.66418,4.33209,1.48003,0.885535,0.451955,41.5874,0,0,0,0,0,0,0,5.48303,13.5754,0,0,-1.25,10,3.23289,2.55761,1.02578,61.9088,1.7773,31.7455,0,1,0,0,0,1,0,1,1,0,3,1,0,0,0,0,4.79454,8.78083,0,0,6.04242,12.0848,0,9.67573,13.0052,6.26221,0,0,0,1,19.0584,0,0,0,0,0,35.3251,0,0,6.26221,0,6.26221,0,11.6344,15.841,18.1273,0,0,0,8.78083,0,0,17.07,53.2801,10.4616,0,-1.2537,-3.13241,-3.03796,-1.65093,0,0,0,12.9824,12.9824,0.939815,-1.65093,15
1341,175.902,176.026,171.87,64,0,1.16667,1.75,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50043,386.246,12.4557,7.45079,5.52774,2.82703,1.93755,1.12878,0.608935,9.52774,4.64352,1.93755,1.12878,0.608935,42.1177,0,0,0,0,0,0,10.0526,5.60392,13.1712,0,0,-1.00506,12,4.88499,3.1609,1.5935,72.2023,-0.2163,36.1416,2,2,0,0,0,1,0,1,2,2,6,3,0,0,0,10.0526,0,13.1712,0,0,0,6.04242,11.5052,2.74152,5.81722,14.4968,0,0,7.11839,1,25.9654,2.8624,0,0,0,0,29.5365,0,0,12.5812,5.4628,20.0334,0,17.4517,2.74152,12.0848,0,0,0,13.1712,0,0,40.46,65.8055,0,7.40975,-1.00565,-5.18624,-2.66843,0,0,-2.02157,0,13.2866,13.2866,1.00565,-2.02157,100
1342,175.902,176.026,171.87,64,0,1.33333,2,2.58333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50043,386.246,12.4557,7.45079,5.52774,2.82703,1.93755,1.12878,0.636212,9.52774,4.64352,1.93755,1.12878,0.636212,42.1177,0,0,0,0,0,0,10.0526,5.60392,13.1712,0,0,-1.00506,12,4.88499,3.1609,1.5935,72.2023,-0.2163,36.1416,2,2,0,0,0,1,0,1,2,2,6,3,0,0,0,10.0526,0,13.1712,0,0,0,6.04242,11.5052,2.74152,5.81722,14.4968,0,0,7.11839,1,25.9654,2.8624,0,0,0,0,29.5365,0,0,12.5812,5.4628,20.0334,0,17.4517,2.74152,12.0848,0,0,0,13.1712,0,0,40.46,65.8864,0,7.36553,-1.07315,-5.19769,-2.58948,0,0,-2.05824,0,13.2191,13.2191,1.07315,-2.05824,221
1343,205.073,205.065,192.977,66,0,1.25,1.75,2.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29E-06,477.512,19.0774,9.61602,9.28156,2.61415,1.63788,0.735895,0.437841,18.1585,8.61415,1.63788,0.735895,0.437841,50.3859,51.3845,0,0,0,0,0,0,16.4491,12.947,0,1,1.4513,12,3.48811,6.03287,5.98938,130.403,-1.1371,39.369,0,1,0,1,1,0,0,0,1,0,6,2,0,1,1,17.8469,0,0,0,0,6.37292,32.1358,16.4491,0,0,0,0,0,58.3618,1,80.7806,0,4.89991,0,19.1188,19.3899,0,0,0,6.9773,51.3845,31.2671,0,0,35.5679,0,0,0,0,12.947,0,0,3.24,127.268,-1.22785,0,0,0,0,-16.629,-14.9113,0,0,12.9747,12.9747,0,-6.6184,146
1344,369.242,368.033,351.098,110,0,0.727273,1.04545,1.31818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60E-06,1340.69,30.047,17.8803,13.3056,7.43328,6.61033,5.65304,4.08431,28.8252,14.6444,3.70344,2.63435,1.73644,126.137,16.9815,0,0,0,0,0,0,24.6737,0,0,0,-1.69,22,4.90082,7.53576,2.92487,168.473,1.128,95.345,0,0,0,0,0,3,0,3,0,0,2,4,0,0,0,16.9815,0,0,0,0,60.9128,36.2545,0,29.0961,24.5469,0,0,0,0,3,41.6551,0,0,0,0,0,102.96,0,0,23.1761,32.8951,0,0,0,24.6737,102.96,0,0,0,0,0,7.26248,0,149.59,0,-2.77066,0,-1.25177,-14.9633,0,-1.39466,-5.07103,0,8.85439,8.85439,0,-5.07103,176
1345,212.232,212.075,199.128,74,0,1,1.46667,1.86667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09127,881.761,21.6603,12.8389,8.34164,5.26246,4.18328,3.09787,2.05205,20.4472,10.4208,2.39443,1.53262,0.934017,91.2791,0,0,0,0,0,0,0,17.8199,0,0,0,-1.39,15,2.83894,4.9078,2.34381,110.293,3.2628,69.269,0,0,0,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,72.7484,18.5307,0,17.8199,0,0,0,0,0,2,17.8199,0,0,0,0,0,72.7484,0,0,18.5307,10.6091,0,0,0,17.8199,72.7484,0,0,0,0,0,7.92159,0,101.974,0,-0.94161,0,-0.799017,-7.12511,0,-1.05117,-2.64984,0,8.10203,8.10203,0.470805,-2.64984,70.5
1346,123.583,123.045,113.503,44,0,2.42857,3.28571,3.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.012,14.4916,7.41583,3.98936,1.13186,0.509277,0.147706,0.0483373,13.2334,5.95703,0.509277,0.147706,0.0483373,26.1605,0,0,0,0,0,0,22.4622,13.5506,0,0,0.75,-0.24,7,1.02948,5.76,10.6901,63.6357,1.44187,32.2747,1,2,0,0,0,0,0,0,2,1,3,3,0,0,0,4.73686,5.40231,0,0,12.323,0,6.85189,15.0764,9.3005,1.1727,7.30959,0,0,0,0,17.1148,6.57501,0,0,13.7038,6.55899,0,0,0,18.2207,0,13.6294,4.73686,5.40231,24.6699,0,1.41184,0,0,0,0,12.323,33.08,70.2453,0,2.44993,0,-1.24664,0,0,-9.3097,0,3.88889,6.95917,6.95917,1.24664,-3.19317,112
1347,162.94,161.94,157.9,44,0,2.14286,2.71429,2.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5565,207.984,10.2071,4.95711,5.42592,4.59212,4.80873,0.869793,0.366431,8.01964,3.65733,0.607799,0.151918,0.0531372,19.4851,0,0,0,0,0,0,4.52375,29.3354,4.56505,0,1,0.77,7,2.57066,2.9305,6.77,58.81,2.6086,30.9385,0,2,0,0,0,0,0,0,2,0,5,3,0,0,0,4.52375,4.56505,0,0,0,0,29.3335,4.11228,9.3005,0,0,0,0,6.07421,0,15.9426,0,0,0,6.85189,6.55899,0,0,0,28.5559,0,6.55899,9.0888,0,13.7057,0,0,0,0,0,0,28.5559,26.3,47.7191,0,0,0,0,0,-4.17424,-6.18208,0,9.66498,10.4955,10.4955,3.07694,-4.17424,-42.5
1348,622.688,622.198,590.432,218,0,0.282609,0.565217,0.891304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90841,3565.49,58.5581,36.1419,24.6833,15.7749,13.0374,10.7478,8.61968,54.8944,29.0916,9.01246,6.49926,4.70656,273.7,0,0,0,0,0,0,0,21.9321,21.9321,0,0,-4.86,46,10.321,12.8635,5.35215,318.039,9.1764,204.302,0,0,0,0,0,8,0,8,0,0,2,7,0,0,0,0,0,0,0,0,193.357,80.3422,0,43.8643,0,0,0,0,0,8,43.8643,0,0,0,0,0,193.357,0,11.1269,69.2153,31.8272,0,0,0,43.8643,193.357,0,32.6718,0,0,0,15.8432,0,291.273,0,-9.78331,-2.12315,0,-36.3282,0,0,-7.55703,0,10.0266,10.0266,0.918347,-3.77851,283
1349,158.559,157.993,154.527,52,0,1.8,2.5,3.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68246,391.636,11.0415,6.37479,5.42011,2.71005,1.85799,1.08717,0.513636,8.66418,4.33209,1.48003,0.826759,0.419145,40.7928,0,0,0,0,0,0,0,17.084,9.18495,0,0,-0.89,10,3.48622,2.79558,1.33321,68.0466,2.2916,36.7975,0,1,0,0,0,1,0,1,1,0,3,1,0,0,0,0,4.79454,4.39042,0,0,17.6434,12.0848,5.56345,9.13491,13.4502,0,0,0,0,1,14.668,0,0,0,0,0,34.5306,0,0,17.8632,0,6.26221,0,5.81722,15.841,18.1273,5.02263,0,0,4.39042,0,11.6009,17.07,41.1688,10.6364,-0.675926,-0.738981,-1.24698,-2.2841,-1.37123,0,0,5.28985,13.0341,13.0341,0.675926,-1.37123,46
